index,readout,read_val,name,model_name,p_val,log2FC,xnorm,pname
24,Peak,1155.5392480405878,IL2,thres,14.120689655172415,0.04074919053005469,0.9446366782006921,beta_naive
25,Area,6431.889961083922,IL2,thres,14.120689655172415,0.03598162675086092,0.9446366782006921,beta_naive
26,Peaktime,6.432852490120956,IL2,thres,14.120689655172415,0.013038116525484266,0.9446366782006921,beta_naive
27,Decay,64.8,IL2,thres,14.120689655172415,0.004459648190699556,0.9446366782006921,beta_naive
28,Peak,1151.3238411640252,IL2,thres,14.224137931034482,0.03547661636327732,0.9515570934256055,beta_naive
29,Area,6411.1386470497455,IL2,thres,14.224137931034482,0.03131951085664517,0.9515570934256055,beta_naive
30,Peaktime,6.425192300119896,IL2,thres,14.224137931034482,0.011319142977869172,0.9515570934256055,beta_naive
31,Decay,64.7,IL2,thres,14.224137931034482,0.0022315472985826594,0.9515570934256055,beta_naive
32,Peak,1147.163609251075,IL2,thres,14.327586206896552,0.030254092739822852,0.958477508650519,beta_naive
33,Area,6390.660931331902,IL2,thres,14.327586206896552,0.02670404661172819,0.958477508650519,beta_naive
34,Peaktime,6.417652235650911,IL2,thres,14.327586206896552,0.009625123426836668,0.958477508650519,beta_naive
35,Decay,64.7,IL2,thres,14.327586206896552,0.0022315472985826594,0.958477508650519,beta_naive
36,Peak,1143.060580940225,IL2,thres,14.431034482758621,0.02508479538013712,0.9653979238754326,beta_naive
37,Area,6370.4633157506,IL2,thres,14.431034482758621,0.02213720381564659,0.9653979238754326,beta_naive
38,Peaktime,6.410241214138391,IL2,thres,14.431034482758621,0.007958155235150692,0.9653979238754326,beta_naive
39,Decay,64.7,IL2,thres,14.431034482758621,0.0022315472985826594,0.9653979238754326,beta_naive
40,Peak,1139.0116725196706,IL2,thres,14.53448275862069,0.019965460337377276,0.972318339100346,beta_naive
41,Area,6350.532228556554,IL2,thres,14.53448275862069,0.017616409183923046,0.972318339100346,beta_naive
42,Peaktime,6.402954344768663,IL2,thres,14.53448275862069,0.006317232580325954,0.972318339100346,beta_naive
43,Decay,64.7,IL2,thres,14.53448275862069,0.0022315472985826594,0.972318339100346,beta_naive
44,Peak,1135.0200675290998,IL2,thres,14.637931034482758,0.014900733633724962,0.9792387543252594,beta_naive
45,Area,6330.880918279592,IL2,thres,14.637931034482758,0.013145161342954752,0.9792387543252594,beta_naive
46,Peaktime,6.395793782147729,IL2,thres,14.637931034482758,0.004702932625579032,0.9792387543252594,beta_naive
47,Decay,64.7,IL2,thres,14.637931034482758,0.0022315472985826594,0.9792387543252594,beta_naive
48,Peak,1131.0805975778308,IL2,thres,14.741379310344827,0.009884663892973884,0.9861591695501729,beta_naive
49,Area,6311.485079501486,IL2,thres,14.741379310344827,0.00871841046761526,0.9861591695501729,beta_naive
50,Peaktime,6.388733739056361,IL2,thres,14.741379310344827,0.003109523690461099,0.9861591695501729,beta_naive
51,Decay,64.60000000000001,IL2,thres,14.741379310344827,0.0,0.9861591695501729,beta_naive
52,Peak,1127.194920043557,IL2,thres,14.844827586206897,0.0049199435143655,0.9930795847750865,beta_naive
53,Area,6292.353867918643,IL2,thres,14.844827586206897,0.004338709110121393,0.9930795847750865,beta_naive
54,Peaktime,6.381811038805022,IL2,thres,14.844827586206897,0.0015454014898551112,0.9930795847750865,beta_naive
55,Decay,64.60000000000001,IL2,thres,14.844827586206897,0.0,0.9930795847750865,beta_naive
56,Peak,1123.3574562958731,IL2,thres,14.948275862068966,0.0,1.0,beta_naive
57,Area,6273.458895773382,IL2,thres,14.948275862068966,0.0,1.0,beta_naive
58,Peaktime,6.374978562359357,IL2,thres,14.948275862068966,0.0,1.0,beta_naive
59,Decay,64.60000000000001,IL2,thres,14.948275862068966,0.0,1.0,beta_naive
60,Peak,1119.5701419876605,IL2,thres,15.051724137931034,-0.004872154382440691,1.0069204152249134,beta_naive
61,Area,6254.8109776407055,IL2,thres,15.051724137931034,-0.00429481151877149,1.0069204152249134,beta_naive
62,Peaktime,6.3682729989883695,IL2,thres,15.051724137931034,-0.0015183069827992986,1.0069204152249134,beta_naive
63,Decay,64.60000000000001,IL2,thres,15.051724137931034,0.0,1.0069204152249134,beta_naive
64,Peak,1115.8375764012299,IL2,thres,15.155172413793103,-0.009690030621807323,1.013840830449827,beta_naive
65,Area,6236.432055611893,IL2,thres,15.155172413793103,-0.008540217477350587,1.013840830449827,beta_naive
